-9.045978148515221307e-01,2.202703796237383216e+00,-7.501337923899467519e+00,-3.031915121048540662e+00,-9.363279052866062102e+00
-9.045978148515221307e-01,2.202703796237383216e+00,-9.948912623395036903e+00,-3.031915121048540662e+00,-9.363279052866062102e+00
-9.045978148515221307e-01,1.953318034787730584e+00,-9.948912623395036903e+00,-3.031915121048540662e+00,-9.363279052866062102e+00
-9.045978148515221307e-01,-3.521801044374226031e+00,-1.349019761889411839e+01,-7.422271536022359228e+00,-9.363279052866062102e+00
-2.931718000799706125e+00,-3.521801044374226031e+00,-1.349019761889411839e+01,-7.422271536022359228e+00,-9.363279052866062102e+00
-2.931718000799706125e+00,-3.521801044374226031e+00,-1.349019761889411839e+01,-7.422271536022359228e+00,-9.363279052866062102e+00
-2.931718000799706125e+00,-5.473942584599178929e+00,-1.349019761889411839e+01,-8.898339346451390242e+00,-9.363279052866062102e+00
-3.207707389462071568e+00,-5.473942584599178929e+00,-1.349019761889411839e+01,-8.898339346451390242e+00,-9.363279052866062102e+00
-3.207707389462071568e+00,-5.473942584599178929e+00,-1.349019761889411839e+01,-8.898339346451390242e+00,-9.363279052866062102e+00
-3.207707389462071568e+00,-5.473942584599178929e+00,-1.349019761889411839e+01,-8.898339346451390242e+00,-9.363279052866062102e+00
-3.207707389462071568e+00,-5.473942584599178929e+00,-1.349019761889411839e+01,-8.898339346451390242e+00,-9.363279052866062102e+00
-3.835470304816492870e+00,-8.200746094045095802e+00,-1.349019761889411839e+01,-8.898339346451390242e+00,-9.363279052866062102e+00
-3.835470304816492870e+00,-1.047677289189260108e+01,-1.349019761889411839e+01,-8.898339346451390242e+00,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.349019761889411839e+01,-8.898339346451390242e+00,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.349019761889411839e+01,-8.898339346451390242e+00,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-8.898339346451390242e+00,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.034397231658159555e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.345201119676436008e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.345201119676436008e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.345201119676436008e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.345201119676436008e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.345201119676436008e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.345201119676436008e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.345201119676436008e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.345201119676436008e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.504459115662576707e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.504459115662576707e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.504459115662576707e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.504459115662576707e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.504459115662576707e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.504459115662576707e+01,-9.363279052866062102e+00
-4.901559099038827583e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.504459115662576707e+01,-9.363279052866062102e+00
-5.370907356944162991e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.504459115662576707e+01,-9.363279052866062102e+00
-5.370907356944162991e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.504459115662576707e+01,-9.363279052866062102e+00
-5.613306217201210480e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.504459115662576707e+01,-9.363279052866062102e+00
-5.613306217201210480e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.589368812305427880e+01,-9.363279052866062102e+00
-5.613306217201210480e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.589368812305427880e+01,-9.363279052866062102e+00
-5.613306217201210480e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.589368812305427880e+01,-9.363279052866062102e+00
-5.613306217201210480e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.589368812305427880e+01,-1.032372959928966338e+01
-5.613306217201210480e+00,-1.047677289189260108e+01,-1.568746717010369984e+01,-1.589368812305427880e+01,-1.032372959928966338e+01
